DATA,PREC,TMAX,TMIN,UR,VENTO,RAD
2010-01-02,6.25,29.03,21.0,81.0,2.15,18.01
2010-01-03,0.21,29.48,20.62,80.5,1.76,28.11
2010-01-04,0.64,30.55,19.13,74.94,1.47,26.2
2010-01-05,5.2,29.05,21.15,81.0,1.47,22.63
2010-01-06,7.85,28.9,19.94,83.44,1.48,19.89
2010-01-07,11.57,27.96,20.11,86.12,1.7,19.44
2010-01-08,10.69,26.65,20.65,87.62,0.93,13.56
2010-01-09,5.18,28.59,19.95,85.38,1.8,25.29
2010-01-10,2.93,27.5,20.84,87.0,1.58,20.58
2010-01-11,5.38,28.55,21.78,78.81,0.72,17.8
2010-01-12,4.93,27.14,21.33,84.06,1.05,23.58
2010-01-13,3.0,29.02,19.05,81.31,1.67,24.74
2010-01-14,4.2,28.74,20.31,83.75,1.7,17.18
2010-01-15,2.82,26.68,20.39,87.31,2.01,19.53
2010-01-16,13.32,26.3,19.53,89.88,1.95,17.23
2010-01-17,5.07,26.35,19.69,86.56,2.11,16.74
2010-01-18,16.56,28.33,19.79,84.94,1.79,22.91
2010-01-19,25.81,27.67,20.42,88.38,1.49,17.83
2010-01-20,12.21,29.02,20.8,84.81,2.19,23.08
2010-01-21,15.26,28.35,20.75,84.69,1.97,14.62
2010-01-22,3.77,24.99,18.9,86.31,2.11,8.97
2010-01-23,15.76,24.64,18.12,90.19,1.62,16.46
2010-01-24,11.94,27.58,18.51,84.25,1.41,18.18
2010-01-25,18.3,25.87,19.51,89.69,1.3,17.13
2010-01-26,14.33,26.87,19.68,85.62,1.31,20.4
2010-01-27,5.13,26.12,20.04,91.0,2.23,20.45
2010-01-28,28.53,24.8,19.75,93.38,1.96,12.78
2010-01-29,5.16,25.76,19.37,91.56,2.43,8.43
2010-01-30,3.12,25.89,19.81,90.38,1.41,8.53
2010-01-31,6.6,26.76,19.55,87.88,1.17,18.49
2010-02-01,4.47,29.83,19.18,76.81,1.23,27.15
2010-02-02,0.43,30.58,19.76,75.69,1.2,26.92
2010-02-03,9.57,30.48,20.13,80.0,1.67,25.93
2010-02-04,6.23,27.56,21.29,86.69,1.59,26.21
2010-02-05,0.26,30.22,20.79,82.0,1.93,28.5
2010-02-06,0.74,30.65,20.73,78.75,1.8,27.06
2010-02-07,1.32,29.99,19.77,79.62,2.18,26.21
2010-02-08,0.53,29.53,18.38,80.5,2.16,27.72
2010-02-09,2.05,27.29,19.7,84.44,1.91,26.14
2010-02-10,5.02,24.66,20.12,89.12,2.09,16.61
2010-02-11,5.34,27.09,19.58,88.12,1.54,16.24
2010-02-12,0.07,27.87,20.12,85.62,1.4,25.18
2010-02-13,0.0,29.64,18.73,78.88,1.84,25.44
2010-02-14,0.0,29.84,18.97,79.38,1.72,26.66
2010-02-15,0.07,30.38,20.34,78.94,1.36,23.06
2010-02-16,2.98,28.39,21.38,84.5,1.61,22.11
2010-02-17,3.54,29.35,20.07,81.94,1.23,17.5
2010-02-18,9.42,25.51,20.24,88.06,1.21,9.0
2010-02-19,0.86,28.12,17.9,83.81,2.1,12.16
2010-02-20,3.91,29.35,17.31,79.31,1.58,16.78
2010-02-21,0.31,30.31,18.21,75.94,1.55,26.94
2010-02-22,0.74,30.65,19.78,76.31,1.43,23.69
2010-02-23,1.26,29.14,21.74,83.94,1.37,25.2
2010-02-24,10.39,28.34,21.86,84.88,1.02,23.1
2010-02-25,4.04,25.22,18.5,88.69,3.42,12.9
2010-02-26,0.17,26.42,17.82,83.75,3.21,17.6
2010-02-27,5.96,28.1,17.02,83.25,2.69,19.63
2010-02-28,32.33,26.22,18.38,89.38,2.29,10.47
2010-03-01,7.32,24.97,17.73,90.75,3.22,9.62
2010-03-02,0.84,25.04,17.3,85.81,3.35,10.6
2010-03-03,0.61,25.76,16.87,87.25,3.12,12.96
2010-03-04,0.03,28.63,18.56,84.75,2.77,19.39
2010-03-05,1.45,28.96,18.48,84.69,1.73,20.58
2010-03-06,7.42,24.83,17.49,88.94,1.56,12.49
2010-03-07,0.25,27.27,15.31,76.94,1.19,24.81
2010-03-08,0.0,28.33,16.32,76.62,1.98,25.09
2010-03-09,0.0,28.69,16.15,78.69,1.66,24.15
2010-03-10,0.0,29.92,17.59,75.94,1.91,25.38
2010-03-11,0.0,29.77,18.11,76.44,1.91,24.84
2010-03-12,0.12,30.63,17.69,76.12,1.84,24.67
2010-03-13,0.06,30.85,18.73,80.38,1.68,24.48
2010-03-14,29.86,29.05,20.35,86.62,1.88,16.99
2010-03-15,1.75,26.69,20.45,88.19,1.67,17.4
2010-03-16,0.24,26.44,19.42,86.19,2.09,15.78
2010-03-17,0.13,28.08,17.48,82.88,2.9,20.06
2010-03-18,0.03,28.43,18.91,80.56,1.87,23.8
2010-03-19,0.03,29.48,17.9,81.62,1.33,23.54
2010-03-20,3.65,29.55,19.18,81.69,1.42,23.16
2010-03-21,1.15,29.05,19.36,83.69,1.77,19.44
2010-03-22,1.73,29.05,20.32,86.88,1.67,20.45
2010-03-23,4.31,28.25,21.18,86.56,1.33,20.34
2010-03-24,0.39,29.88,20.06,81.25,1.42,22.18
2010-03-25,9.55,27.65,19.9,87.69,1.42,16.42
2010-03-26,10.0,28.34,20.78,83.81,1.38,16.5
2010-03-27,4.03,27.65,19.64,84.0,1.3,16.98
2010-03-28,3.29,28.18,20.0,83.25,1.58,15.38
2010-03-29,14.88,26.91,19.22,88.62,1.94,20.06
2010-03-30,16.5,27.64,20.34,87.44,1.27,17.2
2010-03-31,0.77,26.46,19.88,86.31,2.07,19.6
2010-04-01,0.75,26.19,18.71,87.0,2.11,16.57
2010-04-02,5.23,24.87,19.36,89.75,1.11,14.02
2010-04-03,26.99,24.45,19.42,92.69,1.36,7.59
2010-04-04,8.04,28.46,19.13,86.81,1.95,14.78
2010-04-05,3.5,26.19,16.9,87.88,3.64,10.95
2010-04-06,8.36,19.95,13.22,89.5,3.62,6.44
2010-04-07,0.21,21.85,11.81,85.56,3.14,15.87
2010-04-08,0.18,21.27,12.15,84.19,3.02,18.65
2010-04-09,0.06,22.66,12.44,83.62,2.99,19.96
2010-04-10,0.01,23.52,12.91,84.0,2.43,21.66
2010-04-11,0.0,24.52,13.56,83.0,2.32,22.29
2010-04-12,0.0,24.49,14.05,81.56,1.73,21.01
2010-04-13,0.0,25.18,13.48,83.19,1.76,20.28
2010-04-14,0.0,25.98,14.15,80.38,1.3,20.12
2010-04-15,0.0,25.75,15.05,80.38,1.55,18.34
2010-04-16,0.0,26.87,15.74,74.56,1.17,20.08
2010-04-17,0.0,27.69,15.29,77.69,1.49,20.71
2010-04-18,0.0,26.54,13.73,75.88,1.42,20.0
2010-04-19,0.0,27.93,13.97,73.0,0.98,20.65
2010-04-20,0.0,28.47,15.57,70.62,1.07,20.36
2010-04-21,0.0,28.65,16.05,74.44,1.49,20.01
2010-04-22,0.0,28.72,16.59,78.75,1.54,18.41
2010-04-23,10.68,29.23,18.14,83.88,2.01,10.77
2010-04-24,2.63,26.23,18.64,90.12,1.8,15.77
2010-04-25,0.0,28.87,19.28,82.75,1.63,18.28
2010-04-26,0.0,28.37,19.24,81.31,2.45,19.82
2010-04-27,0.02,27.8,18.23,87.38,1.98,16.23
2010-04-28,0.02,26.87,16.74,84.81,2.33,16.83
2010-04-29,0.19,25.81,16.15,84.38,1.98,16.24
2010-04-30,0.01,24.98,14.77,85.19,1.86,18.18
2010-05-01,0.0,23.6,13.04,80.56,1.4,20.04
2010-05-02,0.0,25.36,12.26,79.25,1.53,18.45
2010-05-03,0.0,27.09,13.03,75.25,1.78,19.46
2010-05-04,0.0,27.05,14.42,77.06,1.66,18.34
2010-05-05,0.03,27.19,16.37,85.31,1.55,17.15
2010-05-06,0.0,28.02,17.26,82.5,1.16,17.25
2010-05-07,0.01,29.08,16.37,72.81,1.03,18.19
2010-05-08,15.27,27.4,16.58,81.19,2.15,9.32
2010-05-09,1.66,20.98,13.65,88.38,2.96,9.52
2010-05-10,0.04,21.04,12.87,84.19,2.86,15.18
2010-05-11,0.05,22.08,11.8,82.38,1.48,15.76
2010-05-12,0.0,19.15,9.4,78.81,2.2,15.84
2010-05-13,0.0,20.8,7.01,80.81,1.48,17.32
2010-05-14,0.0,22.35,10.4,85.62,1.72,15.31
2010-05-15,0.0,24.55,11.9,81.31,1.26,15.81
2010-05-16,0.0,25.43,12.01,76.69,1.18,15.37
2010-05-17,0.0,22.75,14.3,87.69,2.12,13.44
2010-05-18,0.39,27.3,15.22,85.56,1.67,10.98
2010-05-19,5.2,20.87,11.58,86.81,1.97,5.26
2010-05-20,0.22,19.83,10.79,83.56,1.16,13.17
2010-05-21,0.0,21.53,9.19,86.38,1.23,12.78
2010-05-22,0.0,23.34,11.23,85.19,1.66,17.23
2010-05-23,0.02,24.24,13.21,86.25,1.68,17.07
2010-05-24,0.0,26.58,12.98,81.31,1.23,11.84
2010-05-25,0.0,26.56,16.15,81.31,1.32,11.65
2010-05-26,0.02,25.45,14.96,84.88,2.52,16.23
2010-05-27,0.05,22.55,13.82,83.62,3.59,15.7
2010-05-28,0.01,23.15,12.97,85.5,1.95,16.44
2010-05-29,0.0,25.45,12.82,80.5,1.49,15.13
2010-05-30,0.0,26.38,15.0,79.88,2.42,15.48
2010-05-31,1.34,21.03,12.75,79.19,2.99,15.0
2010-06-01,0.03,20.89,10.37,81.56,3.49,16.43
2010-06-02,0.01,19.5,10.58,85.12,1.45,10.48
2010-06-03,0.0,23.22,11.65,83.19,1.44,14.54
2010-06-04,9.69,25.54,13.44,81.81,2.3,14.13
2010-06-05,4.32,22.97,10.57,84.12,2.89,10.54
2010-06-06,0.01,19.96,9.16,77.5,1.21,16.62
2010-06-07,0.0,21.98,5.69,77.44,1.05,17.23
2010-06-08,0.0,23.26,8.43,78.38,1.27,16.29
2010-06-09,0.0,21.99,10.88,84.06,2.44,13.67
2010-06-10,0.06,22.9,12.67,84.75,2.06,10.67
2010-06-11,0.0,20.77,11.45,84.69,2.86,13.91
2010-06-12,0.01,20.58,8.9,80.62,3.41,16.29
2010-06-13,0.0,21.33,5.79,80.25,1.34,16.77
2010-06-14,0.0,22.85,8.24,78.81,1.2,16.31
2010-06-15,4.05,23.85,7.9,77.75,1.48,16.67
2010-06-16,0.0,24.95,9.42,71.06,1.55,16.51
2010-06-17,0.0,26.38,9.36,67.5,1.54,16.75
2010-06-18,0.0,26.78,8.77,67.25,1.74,16.54
2010-06-19,0.0,26.72,10.5,70.0,2.27,16.72
2010-06-20,0.0,27.37,10.5,69.56,2.1,16.19
2010-06-21,0.0,27.12,12.76,71.44,1.34,15.7
2010-06-22,0.35,25.49,13.8,82.81,2.12,10.93
2010-06-23,0.01,24.26,11.81,83.81,2.19,14.8
2010-06-24,0.0,27.72,15.34,77.5,1.91,15.03
2010-06-25,0.0,27.4,13.37,76.5,1.38,16.16
2010-06-26,0.0,26.72,12.3,74.06,1.68,16.23
2010-06-27,0.0,24.91,9.54,69.06,1.66,16.54
2010-06-28,0.0,25.19,10.7,69.5,1.38,16.71
2010-06-29,0.0,24.88,10.53,79.31,1.92,16.6
2010-06-30,0.0,25.37,9.16,76.12,1.27,16.58
2010-07-01,0.0,25.4,9.39,71.5,1.27,16.01
2010-07-02,0.0,25.67,8.94,74.25,1.46,15.98
2010-07-03,0.0,25.74,9.5,76.0,1.23,16.37
2010-07-04,0.0,25.38,9.58,76.0,1.31,16.34
2010-07-05,0.0,25.66,10.02,71.25,1.99,16.66
2010-07-06,0.0,26.75,10.78,69.5,1.77,16.66
2010-07-07,0.0,25.57,11.18,64.88,1.9,16.27
2010-07-08,0.0,26.32,10.41,60.75,1.76,17.05
2010-07-09,0.0,26.79,9.94,68.38,1.47,14.76
2010-07-10,0.0,26.71,12.36,76.62,2.09,15.63
2010-07-11,0.0,27.51,13.01,73.5,1.66,15.68
2010-07-12,0.23,29.02,14.86,69.94,3.06,14.84
2010-07-13,18.15,26.33,17.03,78.31,3.34,4.63
2010-07-14,13.07,21.21,12.23,87.25,2.56,4.15
2010-07-15,4.39,23.38,11.51,87.12,2.76,9.72
2010-07-16,2.01,19.26,14.11,90.81,3.37,8.24
2010-07-17,0.03,24.27,14.03,83.19,3.24,15.41
2010-07-18,0.01,25.29,14.05,80.56,1.69,15.59
2010-07-19,0.0,27.08,13.51,75.88,2.23,15.92
2010-07-20,0.0,27.9,13.12,71.38,1.42,16.69
2010-07-21,0.0,28.41,14.28,67.88,2.27,17.55
2010-07-22,0.0,28.89,13.87,66.88,2.57,17.67
2010-07-23,0.02,29.33,14.07,71.06,2.41,16.91
2010-07-24,0.02,27.63,15.14,77.12,2.52,17.24
2010-07-25,0.0,25.95,12.54,68.69,2.27,18.22
2010-07-26,0.0,26.69,11.12,63.88,1.78,17.98
2010-07-27,0.0,26.32,14.27,77.0,3.27,17.21
2010-07-28,0.0,25.79,13.64,73.5,2.0,12.63
2010-07-29,0.0,27.68,15.11,66.56,1.66,13.75
2010-07-30,0.0,27.74,13.05,61.62,1.74,17.35
2010-07-31,0.0,28.87,12.96,57.0,2.15,18.73
2010-08-01,0.02,30.26,13.33,55.12,2.46,18.28
2010-08-02,0.03,28.72,14.7,73.38,3.05,14.78
2010-08-03,0.02,24.14,12.89,78.19,3.47,16.09
2010-08-04,0.01,23.53,12.16,78.31,3.26,14.62
2010-08-05,0.0,24.59,11.67,77.31,3.24,18.33
2010-08-06,0.0,21.18,10.19,74.5,3.38,18.04
2010-08-07,0.0,24.61,9.15,73.31,1.6,19.76
2010-08-08,0.0,29.07,10.8,61.94,1.66,19.48
2010-08-09,0.0,27.23,13.2,57.88,1.84,19.62
2010-08-10,0.0,26.49,11.39,73.75,3.12,18.66
2010-08-11,0.0,27.03,11.47,73.06,2.05,18.41
2010-08-12,0.0,29.11,12.22,63.62,2.36,18.57
2010-08-13,1.66,29.7,13.5,58.75,3.17,17.96
2010-08-14,0.0,23.77,12.62,72.31,2.8,16.39
2010-08-15,0.0,20.62,7.5,68.81,4.05,17.12
2010-08-16,0.0,21.01,6.9,69.88,4.0,20.53
2010-08-17,0.0,24.07,7.58,67.88,2.34,21.32
2010-08-18,0.0,25.94,6.51,61.31,1.52,21.46
2010-08-19,0.0,27.54,6.93,54.25,1.58,21.37
2010-08-20,0.0,28.38,8.97,50.88,1.67,20.34
2010-08-21,0.0,29.85,8.94,61.81,1.45,20.63
2010-08-22,0.0,30.69,10.51,53.56,1.72,21.1
2010-08-23,0.0,31.8,11.19,41.0,1.95,21.67
2010-08-24,0.0,32.46,11.95,42.69,1.98,22.15
2010-08-25,0.0,32.53,12.2,41.31,1.52,22.21
2010-08-26,0.0,32.61,12.55,41.56,1.77,21.94
2010-08-27,0.0,33.0,13.56,42.12,1.48,22.08
2010-08-28,0.0,33.1,12.2,57.69,1.67,21.75
2010-08-29,0.0,33.58,12.79,54.69,1.84,21.33
2010-08-30,0.0,31.56,13.25,64.75,2.92,21.35
2010-08-31,0.0,32.76,13.98,56.81,2.23,22.14
2010-09-01,0.0,32.17,15.3,45.19,2.41,22.42
2010-09-02,0.0,33.1,14.12,41.94,2.03,22.72
2010-09-03,0.04,34.84,14.28,43.88,1.63,23.1
2010-09-04,0.0,34.76,14.83,37.12,2.61,23.17
2010-09-05,0.0,30.22,14.46,64.69,3.45,20.3
2010-09-06,2.7,30.53,13.3,65.88,4.11,20.68
2010-09-07,8.01,23.98,15.42,81.0,2.08,5.82
2010-09-08,0.1,27.18,13.87,72.06,3.73,19.34
2010-09-09,0.0,28.83,12.35,65.62,3.41,22.93
2010-09-10,0.0,30.65,11.94,65.38,2.26,23.35
2010-09-11,0.0,32.62,13.11,48.81,2.05,23.39
2010-09-12,0.0,33.67,14.4,37.62,2.55,24.02
2010-09-13,0.0,34.14,13.43,35.81,2.88,24.71
2010-09-14,0.0,35.19,16.22,37.38,3.44,22.68
2010-09-15,0.02,29.29,15.93,62.94,2.18,12.22
2010-09-16,0.0,33.66,14.31,62.0,2.66,21.49
2010-09-17,0.01,34.59,16.37,58.62,2.32,17.9
2010-09-18,0.0,28.66,13.94,67.06,5.4,19.65
2010-09-19,0.15,30.31,13.16,61.81,3.76,21.42
2010-09-20,0.72,34.12,15.39,57.81,2.45,21.12
2010-09-21,0.48,34.6,18.67,55.62,2.3,21.54
2010-09-22,0.0,35.49,20.32,47.0,2.8,23.33
2010-09-23,1.05,35.9,19.58,45.38,2.66,21.5
2010-09-24,0.45,32.05,19.43,46.25,2.76,10.63
2010-09-25,6.01,31.43,17.84,68.0,2.34,18.04
2010-09-26,5.2,28.17,16.15,81.5,2.87,3.6
2010-09-27,4.22,22.44,17.6,88.06,1.31,6.97
2010-09-28,20.99,26.86,16.62,85.5,2.12,5.44
2010-09-29,0.73,28.49,17.71,81.94,1.0,5.44
2010-09-30,3.62,29.9,19.23,81.31,2.23,4.46
2010-10-01,9.69,27.31,18.87,88.06,1.65,6.33
2010-10-02,1.51,26.32,18.32,89.56,1.84,4.55
2010-10-03,0.49,25.74,15.44,73.62,4.7,11.62
2010-10-04,0.29,29.77,15.28,69.69,2.11,17.61
2010-10-05,0.02,30.39,17.09,70.44,2.2,22.49
2010-10-06,0.21,33.94,15.43,64.06,2.16,26.34
2010-10-07,7.01,30.08,18.53,73.81,3.89,10.27
2010-10-08,0.94,28.12,15.15,61.44,3.78,22.23
2010-10-09,0.12,26.93,12.87,68.19,4.65,21.68
2010-10-10,0.06,27.01,12.34,66.19,4.23,19.99
2010-10-11,0.0,26.56,11.44,66.94,4.11,22.17
2010-10-12,0.0,26.48,9.66,58.94,4.52,28.2
2010-10-13,0.0,30.05,9.33,60.94,2.43,26.99
2010-10-14,2.19,34.48,14.1,64.56,2.32,24.45
2010-10-15,6.62,32.23,17.81,70.62,2.36,16.17
2010-10-16,0.06,32.83,19.76,67.31,1.51,19.95
2010-10-17,0.8,32.72,19.46,67.81,2.33,22.44
2010-10-18,1.43,27.64,15.73,73.12,3.68,13.43
2010-10-19,0.01,29.55,13.58,61.44,3.49,28.19
2010-10-20,0.0,31.84,11.62,57.69,2.77,29.54
2010-10-21,0.0,34.05,11.55,57.0,2.08,29.61
2010-10-22,0.62,35.85,14.93,58.38,2.13,27.27
2010-10-23,0.84,31.84,18.19,69.12,2.48,8.57
2010-10-24,0.2,33.02,18.74,64.62,2.45,20.31
2010-10-25,4.96,34.44,16.61,62.5,2.18,24.69
2010-10-26,0.8,30.21,15.94,66.56,3.86,24.69
2010-10-27,0.0,30.1,13.65,58.38,2.98,28.61
2010-10-28,0.0,32.83,12.65,53.44,1.84,28.78
2010-10-29,0.01,36.83,13.97,44.44,1.67,29.62
2010-10-30,19.62,33.62,18.67,65.19,2.84,10.77
2010-10-31,1.44,28.13,21.24,80.81,1.77,14.94
2010-11-01,0.36,30.61,18.74,65.75,2.27,14.38
2010-11-02,0.01,30.19,17.51,59.81,2.37,19.95
2010-11-03,0.0,32.0,16.01,58.75,2.52,27.94
2010-11-04,0.01,34.15,17.69,55.69,2.08,26.15
2010-11-05,3.78,32.26,19.91,64.88,3.09,23.52
2010-11-06,8.91,28.19,17.34,76.44,3.58,13.53
2010-11-07,0.04,32.47,14.68,61.25,1.2,26.79
2010-11-08,0.02,35.05,17.06,58.0,1.91,27.52
2010-11-09,5.4,32.41,21.53,67.81,2.69,24.4
2010-11-10,1.11,31.52,17.59,70.31,3.12,22.68
2010-11-11,0.0,26.44,15.05,67.75,4.65,23.51
2010-11-12,0.28,30.49,14.74,65.38,3.34,21.9
2010-11-13,0.02,30.11,15.98,64.5,3.65,15.86
2010-11-14,0.0,29.19,16.19,63.5,2.9,16.81
2010-11-15,0.88,32.5,15.25,61.94,2.58,27.84
2010-11-16,9.47,23.05,17.57,84.38,1.86,9.74
2010-11-17,1.46,30.31,16.77,68.75,1.76,19.58
2010-11-18,0.02,32.59,16.35,55.38,2.57,28.36
2010-11-19,0.0,34.76,14.33,46.5,1.9,30.51
2010-11-20,3.75,36.98,16.37,52.31,1.95,21.17
2010-11-21,0.25,33.15,21.01,65.31,1.19,23.48
2010-11-22,19.21,27.99,20.58,79.12,1.19,12.67
2010-11-23,2.21,31.22,19.23,73.5,2.09,21.0
2010-11-24,0.69,33.32,18.89,66.0,1.92,24.22
2010-11-25,5.47,34.01,19.52,70.25,2.44,22.64
2010-11-26,1.17,33.63,18.74,62.25,2.52,23.91
2010-11-27,0.0,34.07,17.7,60.69,2.39,29.64
2010-11-28,0.0,36.05,17.64,54.62,1.98,30.91
2010-11-29,2.53,33.05,22.92,58.69,2.88,17.81
2010-11-30,8.26,29.51,21.65,72.06,1.7,15.77
2010-12-01,2.94,32.76,20.19,71.31,1.98,23.89
2010-12-02,18.04,32.26,21.55,76.69,2.82,17.7
2010-12-03,2.36,30.4,21.75,79.81,2.3,19.62
2010-12-04,0.74,31.76,21.36,75.06,1.22,24.25
2010-12-05,17.55,32.87,21.63,78.94,1.95,23.63
2010-12-06,0.75,31.03,20.02,75.25,3.02,21.48
2010-12-07,0.85,33.5,19.3,69.25,1.72,26.01
2010-12-08,0.22,30.51,21.52,75.25,2.16,23.94
2010-12-09,0.01,33.44,19.15,64.44,3.34,26.52
2010-12-10,0.0,35.5,16.76,60.62,2.47,29.6
2010-12-11,9.4,31.76,20.86,71.81,2.21,24.36
2010-12-12,7.23,32.71,21.94,76.25,2.11,24.96
2010-12-13,12.79,28.8,22.48,85.69,2.4,14.72
2010-12-14,9.68,25.8,16.85,83.81,2.91,8.62
2010-12-15,3.73,27.01,16.75,79.81,3.93,13.38
2010-12-16,11.83,26.15,18.48,84.38,3.34,11.54
2010-12-17,3.54,27.19,19.26,81.5,2.38,19.26
2010-12-18,13.85,26.94,19.53,84.0,1.13,12.58
2010-12-19,4.01,30.33,18.71,76.69,1.05,24.68
2010-12-20,1.01,32.15,20.3,68.81,1.3,28.97
2010-12-21,5.65,32.23,20.19,65.38,1.12,28.08
2010-12-22,14.09,29.52,21.27,75.5,1.07,21.68
2010-12-23,4.11,27.55,20.8,79.69,1.38,17.55
2010-12-24,0.28,28.15,20.45,80.5,1.12,21.0
2010-12-25,2.5,30.86,19.21,77.88,1.45,19.98
2010-12-26,12.01,25.97,21.55,89.81,1.77,13.58
2010-12-27,2.31,27.92,20.16,83.25,1.55,21.69
2010-12-28,0.04,30.02,17.24,74.38,2.52,25.12
2010-12-29,0.0,30.17,15.81,67.62,2.92,31.01
2010-12-30,0.19,30.73,17.33,69.69,3.35,28.69
2010-12-31,0.02,30.43,17.4,70.69,3.65,23.75
2011-01-01,4.63,30.45,19.16,76.44,3.88,16.58
2011-01-02,24.19,26.15,19.54,88.12,2.08,12.16
2011-01-03,44.87,26.8,19.83,87.5,3.19,9.1
2011-01-04,14.83,26.44,19.73,88.31,2.16,16.37
2011-01-05,15.59,28.95,20.56,82.62,2.17,24.15
2011-01-06,10.42,28.03,19.44,83.31,1.55,21.56
2011-01-07,3.13,27.51,20.39,86.44,1.72,14.98
2011-01-08,24.89,26.45,19.55,89.56,1.64,16.28
2011-01-09,2.49,28.2,20.4,84.25,1.99,21.18
2011-01-10,13.02,28.4,20.15,86.5,2.45,22.57
2011-01-11,29.77,28.97,20.74,86.81,2.32,15.53
2011-01-12,14.92,26.34,21.15,92.06,2.52,17.3
2011-01-13,10.82,26.82,21.17,90.56,2.0,9.89
2011-01-14,9.01,25.46,20.69,93.06,1.51,16.89
2011-01-15,0.41,29.09,19.97,82.56,1.84,25.27
2011-01-16,15.61,27.64,19.55,87.75,1.4,24.86
2011-01-17,17.21,27.93,19.81,82.56,1.58,16.37
2011-01-18,14.32,28.77,20.74,82.0,0.72,17.89
2011-01-19,3.73,29.01,20.4,84.38,1.96,18.71
2011-01-20,7.51,27.85,20.59,85.69,1.57,16.39
2011-01-21,4.5,28.55,20.71,85.38,1.68,26.68
2011-01-22,8.26,29.04,20.33,82.06,1.67,26.59
2011-01-23,7.28,30.04,20.28,79.25,1.6,27.41
2011-01-24,1.72,29.82,20.73,76.25,1.42,27.64
2011-01-25,2.78,30.9,20.45,80.88,1.62,27.28
2011-01-26,0.94,29.68,20.05,77.94,1.53,26.17
2011-01-27,0.63,30.4,20.34,78.94,2.16,28.25
2011-01-28,0.21,31.15,20.38,76.12,1.02,27.97
2011-01-29,6.21,30.65,21.36,78.31,1.31,26.62
2011-01-30,1.44,30.05,21.81,81.56,1.38,27.86
2011-01-31,2.56,29.48,20.86,79.06,0.72,23.78
2011-02-01,0.36,27.65,20.33,79.94,0.87,14.29
2011-02-02,9.64,27.62,20.45,83.94,0.95,15.63
2011-02-03,16.67,27.51,20.2,83.5,1.01,10.6
2011-02-04,1.41,27.21,19.19,82.94,1.65,15.07
2011-02-05,1.11,30.13,18.84,74.81,1.24,27.08
2011-02-06,0.12,30.17,19.36,74.12,1.54,27.75
2011-02-07,4.75,27.23,21.27,81.0,0.86,20.23
2011-02-08,0.29,29.87,20.31,80.06,1.75,27.4
2011-02-09,0.45,29.41,19.29,80.5,1.95,26.68
2011-02-10,1.78,28.9,19.83,82.81,1.55,24.73
2011-02-11,0.51,26.53,20.9,84.75,0.96,23.17
2011-02-12,6.54,28.48,20.15,81.12,1.5,26.33
2011-02-13,1.01,27.37,19.96,84.5,1.62,19.33
2011-02-14,1.07,27.87,19.48,82.75,1.03,20.26
2011-02-15,6.12,27.37,20.06,84.31,0.98,17.86
2011-02-16,16.71,29.04,18.68,82.69,1.53,19.32
2011-02-17,1.03,28.93,19.71,82.56,1.48,22.3
2011-02-18,3.91,27.82,19.12,85.19,1.47,20.11
2011-02-19,3.87,28.6,19.25,75.5,1.47,24.83
2011-02-20,0.84,30.69,18.36,75.38,1.23,26.03
2011-02-21,18.17,29.9,18.56,77.12,1.21,25.34
2011-02-22,8.25,30.48,19.72,76.75,1.45,24.86
2011-02-23,9.84,28.91,20.69,85.06,1.59,23.09
2011-02-24,1.74,29.32,20.2,83.06,0.66,21.34
2011-02-25,1.44,28.6,21.24,84.94,1.38,22.62
2011-02-26,12.2,28.73,20.48,85.88,1.78,23.03
2011-02-27,26.33,28.18,20.11,87.06,1.61,18.94
2011-02-28,16.74,26.31,19.95,90.5,2.07,7.06
2011-03-01,4.8,25.47,18.98,88.0,2.03,10.12
2011-03-02,15.41,23.63,18.76,91.5,2.1,8.99
2011-03-03,13.74,21.42,18.76,93.5,2.34,8.51
2011-03-04,9.29,24.28,17.86,90.12,1.87,9.35
2011-03-05,8.98,24.16,18.34,90.94,2.52,7.16
2011-03-06,4.16,24.76,16.94,88.25,2.48,14.21
2011-03-07,2.33,24.95,17.61,87.38,2.52,9.85
2011-03-08,1.43,24.56,17.64,88.62,1.66,13.32
2011-03-09,0.26,28.12,17.79,84.62,1.8,18.15
2011-03-10,1.2,28.75,19.2,84.0,1.85,21.37
2011-03-11,10.13,25.76,20.01,88.38,1.68,19.06
2011-03-12,12.29,24.79,19.9,92.56,1.22,10.76
2011-03-13,2.32,28.27,19.09,85.75,1.5,20.26
2011-03-14,0.28,29.13,19.91,85.12,1.62,17.51
2011-03-15,0.1,28.22,18.74,84.38,2.8,18.35
2011-03-16,0.97,27.73,17.87,84.44,3.2,20.11
2011-03-17,5.02,26.11,18.33,88.56,1.8,19.11
2011-03-18,3.22,27.35,19.47,87.12,1.2,15.87
2011-03-19,0.97,26.69,19.19,87.06,3.3,11.75
2011-03-20,0.06,26.49,18.54,84.25,3.62,18.29
2011-03-21,0.32,26.83,16.99,82.19,1.82,19.59
2011-03-22,0.18,23.48,17.65,85.5,1.62,11.31
2011-03-23,0.23,22.85,17.81,87.56,1.43,12.98
2011-03-24,1.29,26.81,17.28,86.38,1.65,17.62
2011-03-25,0.02,28.76,17.93,80.62,1.18,21.11
2011-03-26,0.0,29.12,18.93,80.62,1.3,21.74
2011-03-27,5.25,28.29,20.26,83.75,1.05,21.03
