DATA,P_RioBranco,P_Maceio,P_Macapa,P_Manaus,P_Salvador,P_Fortaleza,P_Brasilia,P_Vitoria,P_Goiania,P_SaoLuis,P_Cuiaba,P_CampoGrande,P_BeloHorizonte,P_Belem,P_JoaoPessoa,P_Curitiba,P_Recife,P_Teresina,P_RioDeJaneiro,P_Natal,P_PortoAlegre,P_PortoVelho,P_BoaVista,P_Florianopolis,P_SaoPaulo,P_Aracaju,P_Palmas
2013-05-29,10.87,1.17,0.6,6.38,0.07,1.17,15.59,0.12,18.81,0.05,0.0,3.45,3.18,1.24,0.35,4.4,0.66,0.0,0.6,0.29,31.86,0.0,2.66,5.19,13.0,1.82,0.31
2013-05-30,2.26,7.26,2.24,0.22,0.01,0.0,3.96,1.07,3.99,0.01,4.75,0.59,0.42,0.12,4.02,1.37,6.1,0.0,0.94,1.74,0.02,2.5,10.86,0.85,0.1,0.4,0.09
2013-05-31,1.86,1.95,0.28,0.02,0.1,0.0,2.69,0.86,1.08,0.0,0.81,0.0,0.1,0.93,1.19,0.0,0.94,0.01,11.13,0.34,0.02,0.43,10.78,0.03,0.0,0.3,0.0
2013-06-01,0.73,0.84,2.47,0.06,2.45,0.0,1.65,0.3,0.05,0.01,2.45,16.33,0.05,0.91,2.12,12.79,2.25,1.1,0.07,2.12,20.58,0.02,19.76,15.72,0.02,0.19,0.0
2013-06-02,0.17,1.49,0.54,0.82,3.14,0.38,5.3,0.56,4.53,0.0,12.89,19.3,0.05,1.94,15.49,18.53,17.17,0.31,0.23,5.46,5.64,0.0,11.13,6.65,8.19,0.63,0.24
2013-06-03,5.65,0.34,0.8,0.31,3.0,1.93,5.9,4.38,1.23,0.05,3.26,0.96,16.66,2.63,4.73,0.15,3.14,2.41,27.62,1.75,0.01,0.38,0.0,0.0,2.11,0.38,2.24
2013-06-04,1.43,5.72,0.13,0.11,16.12,10.53,0.69,6.63,0.09,2.14,0.0,0.01,2.09,0.53,7.18,0.15,9.85,9.04,3.16,5.68,0.06,0.42,0.88,0.15,0.02,3.33,11.13
2013-06-05,0.1,4.91,3.7,0.01,12.44,8.6,0.16,0.36,0.28,5.72,0.42,0.03,0.04,2.02,15.19,0.0,12.89,5.39,0.04,17.48,0.09,8.01,7.08,0.0,0.04,1.01,1.65
2013-06-06,2.68,0.99,30.52,1.72,13.9,2.31,0.05,0.32,0.26,1.26,2.22,0.03,0.05,6.49,3.27,0.09,0.72,2.22,0.06,12.97,0.03,3.17,7.34,0.01,0.02,7.18,3.27
2013-06-07,4.43,4.2,8.99,8.41,3.11,0.35,0.0,1.76,0.0,0.23,0.0,0.0,0.0,8.31,0.85,0.0,1.42,0.22,0.0,0.73,0.0,1.73,4.38,0.0,0.0,7.35,0.56
2013-06-08,3.5,7.39,10.83,7.71,2.72,0.46,0.0,1.33,0.0,0.04,0.0,0.0,0.0,3.71,21.35,0.01,29.47,0.0,0.0,7.4,0.0,12.87,3.17,0.0,0.0,1.1,0.16
2013-06-09,0.67,5.72,2.25,2.1,3.39,3.33,0.0,0.69,0.0,2.46,0.0,0.0,0.01,2.29,26.63,0.03,15.79,0.06,0.02,21.59,0.02,3.01,8.17,0.03,0.08,5.09,0.0
2013-06-10,0.06,9.42,16.26,2.61,5.28,2.78,0.01,0.16,0.01,8.15,0.44,1.18,0.04,7.91,1.32,0.28,2.55,0.0,0.01,0.9,1.65,0.09,7.41,0.02,0.01,21.0,0.0
2013-06-11,9.51,3.51,15.82,0.66,7.85,2.33,0.0,0.02,0.0,14.94,0.51,0.84,0.01,11.97,3.78,1.0,4.42,0.64,0.04,8.61,0.05,0.01,4.66,0.17,2.77,4.98,0.0
2013-06-12,0.55,15.36,17.03,0.56,7.2,3.3,0.0,0.08,0.0,3.14,0.0,0.0,0.0,3.44,17.14,0.29,24.0,0.04,0.11,15.13,0.01,0.0,16.9,0.11,0.48,0.71,0.0
2013-06-13,0.0,25.16,5.24,1.19,1.96,8.63,0.0,0.02,0.0,2.86,0.0,0.0,0.01,3.89,26.17,0.09,27.27,0.88,2.3,22.03,0.01,0.0,23.53,0.15,0.05,1.11,0.0
2013-06-14,0.0,1.68,4.75,2.69,1.58,8.12,0.0,0.52,0.0,0.12,0.0,0.41,0.12,2.09,4.29,0.09,6.73,1.64,0.27,1.42,0.23,0.0,3.99,0.01,0.02,0.88,0.0
2013-06-15,0.0,7.03,0.29,0.85,2.05,1.13,0.0,0.74,0.0,0.09,0.0,7.55,0.0,0.0,0.13,5.18,0.66,0.63,10.25,0.3,0.0,0.17,1.39,0.17,0.04,1.02,0.02
2013-06-16,3.64,19.88,0.0,0.03,15.79,2.08,0.0,2.02,0.0,0.04,0.0,24.34,0.0,2.59,3.85,24.33,8.51,0.06,0.2,4.99,1.71,0.03,1.34,10.32,9.13,8.3,0.01
2013-06-17,0.46,6.91,4.38,0.09,13.84,2.32,0.14,0.91,0.11,2.68,0.0,0.77,0.04,5.25,1.89,4.64,1.91,0.12,0.81,2.33,0.63,0.14,2.13,0.39,5.68,13.71,0.0
2013-06-18,1.31,2.94,1.8,1.05,9.09,0.69,0.02,0.21,0.01,0.69,0.0,0.03,0.02,8.9,3.54,1.94,4.24,1.19,0.21,1.51,1.02,0.37,0.7,5.26,0.07,3.74,0.01
2013-06-19,3.01,1.99,1.45,0.54,15.18,0.28,0.0,0.02,0.0,0.09,0.0,3.34,0.09,2.2,3.66,3.04,4.05,0.14,0.03,1.04,4.9,0.18,0.1,13.79,0.02,2.79,0.0
2013-06-20,0.21,3.64,4.54,0.21,3.99,1.03,0.0,0.36,0.02,0.06,0.01,0.62,0.02,10.25,4.17,79.66,4.73,0.02,0.04,1.48,22.22,0.16,0.02,20.23,1.26,3.38,0.0
2013-06-21,0.03,10.2,1.73,1.73,4.87,14.88,0.0,1.03,0.04,14.61,0.17,1.62,0.0,5.4,47.49,40.64,25.95,0.18,0.03,29.76,16.22,4.11,0.0,33.2,0.71,2.56,0.0
2013-06-22,0.06,4.66,0.01,3.39,0.38,16.49,0.01,0.06,0.01,16.35,0.03,0.04,0.0,1.58,23.87,1.21,12.5,0.84,0.28,21.37,1.89,3.3,0.1,0.5,0.45,1.13,0.0
2013-06-23,1.07,0.36,0.2,1.14,1.43,12.34,0.0,11.75,0.0,3.19,0.14,0.01,1.05,1.25,0.67,0.28,0.28,0.03,0.56,3.34,0.0,0.68,5.3,0.08,0.27,0.38,0.0
2013-06-24,1.06,2.59,1.58,0.27,1.91,8.94,0.0,1.15,0.0,0.03,0.0,0.18,0.35,1.92,0.2,42.46,0.26,0.0,0.17,1.57,3.59,0.09,3.87,24.13,17.65,6.77,0.0
2013-06-25,0.0,7.24,0.12,4.35,0.65,0.26,0.0,0.23,0.0,0.21,0.39,16.53,0.04,1.75,0.89,7.68,4.23,0.0,0.03,2.71,1.81,0.11,0.84,3.08,12.73,10.42,0.0
2013-06-26,0.02,4.08,0.38,0.87,0.88,0.01,0.0,0.15,0.0,0.16,9.8,28.36,0.01,1.82,1.74,0.6,4.15,0.0,0.04,1.43,0.37,0.03,0.69,0.96,28.62,3.02,0.0
2013-06-27,1.85,6.3,3.52,0.38,7.05,0.39,0.0,0.2,0.0,19.12,0.37,0.23,0.17,4.47,3.02,6.31,6.61,0.0,0.65,2.03,0.0,0.02,0.35,1.04,3.85,2.23,0.0
2013-06-28,0.13,9.71,0.74,2.37,3.57,3.04,0.0,0.03,0.0,10.34,0.0,0.07,0.04,0.69,3.82,2.4,6.67,1.55,4.26,7.71,18.59,0.35,0.0,7.21,0.06,5.52,0.0
2013-06-29,16.08,2.63,11.18,3.23,0.02,20.09,0.0,0.03,0.0,0.44,0.0,0.96,0.12,8.63,0.4,8.04,0.54,1.52,0.02,3.11,10.85,0.46,0.89,12.85,8.89,5.5,0.0
2013-06-30,1.16,0.48,8.6,5.51,0.08,10.46,0.0,0.0,0.0,1.57,0.15,25.81,0.06,4.49,0.0,14.96,0.39,5.14,2.52,0.1,0.06,0.1,3.16,0.82,17.9,0.31,0.0
2013-07-01,3.66,1.0,12.76,7.59,0.99,0.21,0.0,1.21,0.0,9.88,4.93,14.78,0.09,27.68,7.97,4.75,4.22,0.49,14.51,24.77,0.03,1.53,1.88,0.22,13.61,0.57,0.0
2013-07-02,1.35,26.99,12.42,6.36,0.17,3.01,0.0,8.4,0.0,9.67,0.22,4.69,0.17,12.03,31.48,0.11,40.1,0.01,11.25,47.17,0.08,0.44,0.09,0.05,4.78,0.64,0.0
2013-07-03,0.22,42.58,4.69,10.26,7.76,7.52,0.0,0.15,0.0,9.18,0.0,0.0,0.01,6.56,44.23,0.06,29.5,4.56,0.04,29.02,0.04,2.2,0.85,0.36,0.02,9.96,0.01
2013-07-04,2.47,11.27,8.97,15.12,8.67,9.95,0.0,0.57,0.0,12.6,0.02,0.0,0.0,4.31,4.65,0.03,7.59,2.07,0.07,5.46,0.54,5.43,1.65,0.08,0.02,9.85,0.0
2013-07-05,0.24,3.67,5.01,1.13,18.84,5.31,0.0,1.58,0.0,2.42,0.0,0.0,0.0,1.45,4.8,0.05,2.59,0.14,0.11,7.82,0.9,1.03,0.21,0.14,0.02,5.12,0.0
2013-07-06,0.07,9.56,4.04,6.44,7.94,2.55,0.0,0.66,0.0,1.07,0.0,0.0,0.05,0.41,16.16,0.07,7.89,0.47,0.03,18.85,4.17,0.12,5.19,0.02,0.02,6.58,0.0
2013-07-07,2.64,2.12,0.56,2.45,6.84,0.25,0.0,0.83,0.0,17.04,0.0,0.0,0.0,0.82,10.91,0.07,4.19,0.02,0.03,20.57,43.92,0.04,14.53,0.33,0.02,1.21,0.0
2013-07-08,0.15,4.76,9.53,1.05,2.11,0.24,0.0,0.11,0.0,12.03,0.0,0.06,0.0,2.07,3.75,0.83,4.99,0.01,9.44,10.45,0.24,0.3,22.4,3.75,0.58,6.27,0.0
2013-07-09,0.05,4.42,6.12,0.34,2.22,2.18,0.0,9.94,0.0,7.79,0.0,0.0,0.1,8.9,1.39,0.59,4.71,0.22,7.05,4.1,0.02,0.11,13.27,1.52,0.28,5.28,0.0
2013-07-10,0.03,2.55,16.02,2.21,4.68,0.84,0.0,1.76,0.0,10.6,0.0,0.0,0.07,6.46,2.08,0.09,4.96,0.06,1.06,2.56,0.01,1.04,4.21,0.26,0.01,7.64,0.0
2013-07-11,0.0,4.28,17.13,9.82,15.44,4.35,0.0,1.72,0.0,1.58,0.0,0.0,0.02,7.67,10.88,0.04,15.36,0.0,0.04,5.77,0.03,1.97,11.59,0.01,0.02,2.08,0.0
2013-07-12,0.02,18.56,5.35,0.86,6.23,1.21,0.0,1.81,0.0,2.02,0.0,0.0,0.03,2.78,21.86,0.08,23.25,0.1,0.1,9.77,0.08,4.93,19.66,0.16,0.01,14.87,0.0
2013-07-13,3.09,16.8,27.46,0.12,5.86,0.26,0.0,4.32,0.0,0.98,0.0,0.0,0.01,4.54,11.59,0.01,16.81,0.05,0.0,5.43,8.02,1.04,3.2,0.01,0.03,28.62,0.0
2013-07-14,0.68,3.03,8.21,2.01,4.46,20.71,0.0,0.12,0.0,6.81,0.0,0.0,0.05,1.56,22.32,0.05,19.34,0.06,3.59,9.59,15.11,0.01,7.37,0.28,0.33,2.69,0.01
2013-07-15,0.01,1.02,4.56,1.21,2.6,10.17,0.04,0.3,0.0,9.59,0.0,0.19,0.01,3.27,5.74,0.58,3.78,0.04,11.84,2.15,0.31,0.1,27.57,7.58,0.09,1.99,0.0
2013-07-16,0.22,0.86,6.84,1.76,0.01,0.29,0.0,1.85,0.0,0.86,0.0,0.0,0.0,5.77,1.08,0.09,1.07,0.0,1.99,2.0,0.04,0.14,6.32,0.0,0.06,0.49,0.0
2013-07-17,0.0,3.84,0.91,0.37,0.07,0.28,0.05,0.1,0.08,0.0,0.0,0.0,0.04,0.52,3.65,0.01,6.19,0.0,0.07,2.37,0.03,0.19,1.77,0.15,0.02,0.31,0.0
2013-07-18,0.01,13.63,0.02,0.0,0.97,2.27,0.01,0.21,0.01,0.07,0.0,0.03,0.0,1.36,8.09,0.08,11.7,0.03,0.02,9.15,18.91,0.02,0.37,0.52,0.04,12.83,0.0
2013-07-19,0.0,2.9,12.49,1.2,4.69,4.98,0.0,0.0,0.0,3.24,1.16,0.07,0.0,5.68,3.46,14.91,3.2,2.0,2.11,3.96,1.13,0.0,0.5,21.97,3.72,4.42,0.0
2013-07-20,0.0,4.83,13.84,1.02,2.51,0.01,0.0,0.03,0.0,2.27,0.0,0.0,0.0,10.35,7.21,46.51,5.97,0.64,0.77,2.62,6.18,0.0,11.47,25.81,7.48,0.9,0.0
2013-07-21,0.0,8.28,1.8,1.31,0.73,0.78,0.0,0.08,0.0,0.77,0.02,4.74,0.0,3.05,31.66,29.62,19.62,0.09,0.0,13.74,0.5,12.18,5.11,6.09,6.88,0.99,0.01
2013-07-22,4.46,6.11,2.14,0.1,0.55,3.83,0.0,0.1,0.01,4.38,0.24,0.26,0.0,7.24,4.99,18.7,4.47,1.06,0.09,2.86,0.01,33.96,0.85,20.88,4.03,2.23,0.0
2013-07-23,0.32,3.36,6.24,2.02,2.8,0.02,0.0,2.02,0.01,10.79,0.49,0.08,0.0,18.96,1.19,2.77,1.63,0.36,3.3,0.73,0.02,2.02,1.43,0.77,3.67,4.14,0.01
2013-07-24,0.0,15.96,2.1,2.8,0.7,0.16,0.0,2.42,0.0,1.58,0.0,0.01,0.68,2.53,1.34,0.27,5.41,0.07,8.25,0.78,0.01,0.0,8.25,0.04,6.62,4.63,0.0
2013-07-25,0.0,4.63,1.33,0.13,4.96,1.86,0.0,0.92,0.01,2.48,0.0,0.0,0.46,3.31,1.67,1.01,3.87,0.04,15.15,1.06,0.0,0.0,15.23,1.22,7.03,12.56,0.0
2013-07-26,0.0,8.27,0.56,4.33,21.96,4.98,0.0,0.87,0.0,0.24,0.0,0.0,0.0,1.26,9.0,0.32,11.2,0.49,2.89,5.52,0.01,0.0,2.59,0.18,0.62,14.14,0.0
2013-07-27,0.0,2.71,0.26,12.4,18.65,2.81,0.0,0.09,0.0,0.07,0.0,0.0,0.01,4.41,1.89,0.03,1.11,1.72,2.32,1.22,0.03,0.0,5.73,0.04,0.12,3.06,0.0
2013-07-28,0.0,2.33,10.9,2.45,6.24,0.04,0.0,0.02,0.0,0.78,0.0,0.0,0.03,6.12,0.7,0.01,0.93,0.02,0.03,0.53,0.01,0.0,6.58,0.08,0.02,1.81,0.05
2013-07-29,0.27,4.75,3.65,8.33,3.28,0.46,0.0,0.2,0.0,0.75,0.0,0.0,0.01,4.96,5.64,0.11,4.97,0.0,0.13,2.88,0.07,0.0,0.71,0.11,0.03,3.03,0.1
2013-07-30,0.08,0.22,1.83,7.52,2.45,0.26,0.0,0.01,0.0,0.17,0.0,0.0,0.04,1.02,11.16,0.03,10.4,0.0,0.06,2.6,0.03,0.0,14.78,0.14,0.0,0.28,0.0
2013-07-31,0.0,1.99,0.27,1.23,2.62,0.0,0.0,0.07,0.0,0.01,0.0,0.0,0.02,2.14,0.86,0.04,1.29,0.0,0.01,0.35,0.1,0.18,4.05,0.06,0.09,4.32,0.0
2013-08-01,0.31,16.07,0.0,0.09,0.11,0.0,0.0,0.01,0.0,0.87,0.0,0.0,0.0,0.52,1.27,0.05,3.26,0.0,0.05,0.19,0.01,0.24,1.68,0.05,0.0,7.06,0.0
2013-08-02,5.11,5.7,9.59,0.09,1.85,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,4.52,0.85,0.03,0.95,0.0,0.0,0.15,3.86,0.06,0.91,0.1,0.0,4.63,0.0
2013-08-03,0.37,2.11,19.85,0.01,5.57,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,3.66,0.07,0.99,0.81,0.0,0.01,0.34,8.35,0.67,0.13,5.86,0.0,0.8,0.0
2013-08-04,0.14,0.19,10.53,0.86,1.82,0.0,0.0,0.04,0.0,0.03,0.0,0.03,0.0,11.15,0.09,0.56,0.43,0.0,0.02,0.09,9.4,0.07,3.13,18.19,0.0,0.32,0.0
2013-08-05,0.74,3.03,6.58,0.27,8.15,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,3.43,0.86,1.62,1.3,0.0,0.09,1.13,0.14,0.01,6.22,1.15,0.42,3.37,0.0
2013-08-06,3.71,1.78,14.04,5.61,17.26,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.0,8.41,0.58,2.34,0.61,0.0,0.01,1.0,0.72,0.08,26.84,19.72,0.02,5.14,0.0
2013-08-07,0.0,1.7,7.82,0.58,6.45,0.0,0.0,1.01,0.0,1.86,0.0,0.0,0.0,15.74,1.82,0.27,1.14,0.0,0.03,0.23,6.34,0.0,22.54,0.43,0.0,1.1,0.0
2013-08-08,0.0,3.71,4.38,1.78,4.73,0.0,0.0,0.45,0.0,0.8,0.0,0.0,0.0,3.37,7.69,0.02,4.53,0.0,0.0,2.19,1.62,0.0,3.38,0.27,0.0,2.33,0.0
2013-08-09,5.9,4.55,2.76,2.0,5.66,0.0,0.0,0.17,0.0,0.01,0.0,0.0,0.0,0.42,7.24,0.1,4.92,0.0,0.0,6.96,20.0,0.62,4.01,12.92,0.0,6.08,0.0
2013-08-10,0.7,2.58,0.28,0.15,2.22,0.39,0.0,0.04,0.0,0.02,0.0,0.02,0.0,0.21,1.66,1.99,1.37,0.0,0.0,1.85,26.56,0.06,2.57,37.78,0.0,6.82,0.0
2013-08-11,0.0,1.74,2.3,4.72,0.6,0.02,0.0,0.07,0.0,1.68,0.0,0.0,0.0,3.16,0.75,0.02,0.87,0.01,0.35,0.31,0.5,0.0,4.83,0.18,0.02,5.66,0.0
2013-08-12,0.0,1.59,0.78,2.06,5.61,0.0,0.0,0.45,0.0,0.5,0.0,0.0,0.0,1.7,0.85,0.02,1.84,0.0,0.01,0.4,0.0,0.0,3.41,0.07,0.0,12.44,0.0
2013-08-13,0.01,4.37,0.17,2.65,4.61,0.0,0.0,0.93,0.01,0.77,0.01,0.0,0.0,0.59,5.01,3.67,11.04,0.0,0.0,0.82,5.64,2.65,1.09,5.88,0.15,9.65,0.0
2013-08-14,0.0,4.48,0.0,4.16,1.53,4.12,0.0,0.02,0.0,0.83,0.01,0.0,0.0,0.51,13.44,8.79,15.29,0.0,5.13,6.77,1.59,2.65,10.5,5.49,2.86,5.36,0.0
2013-08-15,0.0,0.55,0.07,7.85,0.13,1.02,0.0,2.46,0.0,0.53,0.0,0.0,0.07,0.76,2.16,0.31,1.82,0.0,6.42,1.41,0.12,0.0,5.13,0.79,0.96,1.53,0.0
2013-08-16,0.0,1.34,0.08,1.29,1.61,0.08,0.0,0.07,0.0,0.03,0.0,0.0,0.01,4.59,0.04,0.79,0.57,0.23,0.14,0.36,0.01,0.0,19.15,0.52,0.28,2.73,0.0
2013-08-17,0.0,17.08,5.39,4.83,1.56,0.04,0.04,0.04,0.35,0.01,0.0,0.0,0.18,3.85,0.23,1.87,2.52,0.0,0.55,0.4,0.0,0.0,4.83,0.11,0.4,5.8,0.0
2013-08-18,0.0,14.98,2.62,7.72,1.62,3.58,0.04,6.7,0.08,0.86,0.0,0.0,0.15,3.38,27.6,1.23,16.94,0.18,1.46,17.35,0.0,0.0,7.39,1.46,0.42,6.66,0.0
2013-08-19,0.0,10.55,0.09,1.38,8.26,0.08,0.01,4.8,0.01,0.47,0.0,0.0,0.0,1.84,2.26,0.24,6.58,0.08,1.92,0.35,0.02,0.0,7.52,2.21,0.2,8.13,0.0
2013-08-20,2.33,1.29,1.89,2.87,19.88,0.0,0.0,9.3,0.0,2.15,0.0,0.0,0.04,3.96,1.07,0.13,1.96,0.56,1.82,0.32,0.0,0.0,0.61,1.8,0.06,2.31,0.0
2013-08-21,15.08,1.44,1.58,1.76,7.58,0.0,0.01,6.65,0.02,1.82,0.0,0.0,0.01,3.08,0.47,0.03,1.18,1.64,0.55,0.44,0.21,0.0,0.02,0.33,0.01,5.13,0.0
2013-08-22,1.34,4.15,0.69,0.67,3.46,0.0,0.0,0.83,0.02,0.01,0.0,0.0,0.01,1.04,1.37,0.0,4.2,0.13,0.01,0.98,18.95,0.0,0.0,0.18,0.0,4.14,0.0
2013-08-23,14.91,1.72,2.21,0.03,2.19,0.0,0.0,0.01,0.0,0.13,0.0,0.05,0.0,4.5,1.43,0.34,1.73,0.0,0.04,1.04,17.74,0.0,1.13,14.04,0.03,2.05,0.0
2013-08-24,2.22,2.84,1.47,0.0,6.03,0.0,0.0,0.07,0.0,0.05,0.0,0.0,0.0,2.94,0.15,0.38,0.64,0.0,0.12,0.15,49.07,0.47,2.77,8.3,0.03,2.96,0.0
2013-08-25,0.0,2.6,2.51,0.0,1.76,0.0,0.0,0.46,0.0,0.04,0.0,0.0,0.0,5.23,0.81,1.92,0.94,0.0,0.03,1.56,46.31,1.18,2.15,18.79,0.0,1.3,0.0
2013-08-26,0.0,1.34,1.96,2.04,0.58,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,1.06,0.8,20.94,1.3,0.0,0.22,0.61,23.13,0.05,8.05,44.55,0.77,1.36,0.0
2013-08-27,0.0,0.67,2.94,5.0,0.05,0.0,0.0,1.16,0.0,0.01,0.0,0.0,0.12,0.6,1.79,1.26,1.8,0.0,1.41,0.88,4.93,0.0,28.37,2.31,0.75,0.91,0.0
2013-08-28,0.0,0.09,13.72,0.12,0.2,0.8,0.0,6.59,0.0,0.03,0.0,0.0,0.03,1.7,3.85,0.01,0.41,0.0,1.29,6.94,0.21,0.0,11.33,1.04,0.01,0.08,0.0
2013-08-29,0.0,0.83,6.48,5.12,4.98,1.15,0.0,0.5,0.0,0.07,0.0,0.0,0.0,1.79,21.01,0.0,9.19,0.0,0.53,17.83,0.01,0.0,11.96,0.0,0.0,0.29,1.3
2013-08-30,0.0,2.6,3.79,1.75,19.71,0.19,0.0,0.01,0.0,0.32,0.0,0.0,0.0,12.43,35.03,0.04,13.95,0.11,0.07,25.91,0.02,0.0,17.78,5.8,0.0,0.42,0.07
2013-08-31,0.0,0.74,3.5,2.18,13.88,0.02,0.0,0.62,0.0,1.96,0.24,0.0,0.0,5.58,7.19,0.04,3.52,0.31,0.0,3.83,0.12,0.0,3.44,0.08,0.0,0.45,0.0
2013-09-01,0.0,0.41,2.07,3.5,3.82,0.0,0.0,1.32,0.0,4.25,0.24,1.31,0.0,2.87,1.82,2.87,2.53,1.52,0.01,1.09,3.78,0.79,2.5,2.08,0.01,0.43,0.0
2013-09-02,0.02,0.48,6.48,1.51,0.36,0.0,0.0,0.18,0.0,1.03,3.36,19.02,0.0,1.33,1.9,3.57,3.33,0.38,0.02,0.98,1.36,0.13,0.56,7.23,0.01,0.29,0.0
2013-09-03,2.2,0.75,2.71,8.17,0.41,2.33,0.05,0.07,0.01,0.0,11.92,0.37,0.49,0.2,59.5,1.93,17.3,0.0,3.29,53.24,0.77,8.99,0.04,8.71,2.95,0.29,0.9
2013-09-04,5.49,0.23,0.07,3.48,0.03,3.84,0.25,3.24,0.1,0.0,0.0,0.04,12.11,0.02,30.26,1.36,7.55,7.02,31.35,16.72,0.02,0.39,3.38,0.35,1.59,0.06,0.0
2013-09-05,0.3,1.96,0.0,1.14,0.78,0.27,0.12,2.13,1.45,0.0,0.0,0.0,0.28,0.08,0.27,0.06,0.25,2.08,5.15,0.65,0.01,0.54,2.25,1.26,0.32,0.75,0.01
2013-09-06,0.84,1.21,0.3,9.05,5.33,0.01,0.0,2.2,0.37,0.1,0.33,0.0,0.05,4.93,0.12,0.05,0.65,0.54,1.14,0.16,0.0,36.63,6.24,0.85,0.0,4.41,0.21
2013-09-07,2.64,2.9,0.09,2.01,12.69,0.02,0.0,0.44,0.0,0.32,0.0,0.0,0.0,1.99,0.53,0.02,2.5,0.98,1.49,0.2,0.2,0.34,2.2,0.47,0.01,2.65,0.4
2013-09-08,1.29,1.14,0.44,1.77,5.59,0.17,0.0,1.05,0.0,0.12,0.11,0.82,0.04,0.54,2.25,0.02,3.19,0.07,0.02,2.49,4.46,0.81,1.43,0.18,0.01,1.55,0.0
2013-09-09,7.67,6.56,1.4,7.37,4.62,0.14,0.0,0.58,0.0,0.03,0.02,0.01,0.02,0.41,5.0,0.05,8.35,0.01,1.32,2.52,0.02,0.4,0.32,0.1,0.0,5.1,0.0
2013-09-10,1.37,8.76,1.08,2.6,6.94,0.0,0.0,1.68,0.0,0.01,0.0,0.0,0.0,2.15,11.13,0.03,15.42,0.01,1.23,2.76,0.03,1.16,0.63,0.0,0.01,1.13,0.0
2013-09-11,3.6,1.08,1.31,5.32,8.38,0.0,0.0,3.13,0.0,0.68,0.0,0.0,0.0,3.93,0.42,0.02,0.35,0.01,0.2,0.25,0.02,28.65,19.27,0.0,0.07,3.55,0.0
2013-09-12,2.28,2.14,1.78,7.88,7.49,0.37,0.0,1.24,0.0,0.19,0.0,0.0,0.0,2.17,5.97,0.02,6.24,0.0,0.19,1.67,0.0,4.68,3.92,0.05,0.0,1.93,0.0
2013-09-13,1.29,9.42,0.4,0.99,4.6,0.58,0.0,1.02,0.0,0.01,0.09,0.0,0.01,0.13,5.41,0.01,9.87,0.0,0.15,2.21,0.0,0.02,1.98,0.0,0.01,2.06,0.0
2013-09-14,17.62,4.81,0.27,0.31,8.73,0.68,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.41,7.09,0.01,4.44,0.0,0.11,5.7,0.14,0.08,17.07,0.01,0.0,3.26,0.0
2013-09-15,0.3,1.51,0.17,0.14,4.82,0.27,0.0,0.03,0.0,0.0,0.0,0.0,0.01,1.72,2.7,0.0,1.77,0.0,0.02,3.48,22.58,1.96,0.47,0.93,0.0,2.23,0.0
2013-09-16,0.01,0.94,1.15,0.01,1.37,0.0,0.0,0.06,0.0,0.0,0.0,8.15,0.01,1.76,0.32,30.5,0.93,0.0,0.02,0.48,12.25,0.05,1.02,29.67,4.62,0.89,0.0
2013-09-17,0.0,0.76,0.14,1.34,0.06,0.0,14.05,0.02,17.38,0.0,0.0,4.06,6.1,0.17,0.49,11.49,0.87,0.0,1.12,0.22,0.35,15.55,1.79,16.01,2.65,0.17,1.18
2013-09-18,2.54,1.63,0.0,0.64,6.56,0.0,0.99,0.39,0.3,0.0,0.0,0.9,0.01,0.0,2.23,0.99,3.18,0.0,1.48,0.4,0.0,3.64,0.27,0.15,7.34,0.83,0.47
2013-09-19,0.01,0.24,0.06,1.15,2.26,0.07,0.29,0.61,0.18,0.0,0.0,0.35,0.0,0.44,0.09,1.82,0.16,0.0,0.46,0.14,0.0,0.17,0.0,6.15,2.5,0.26,0.06
2013-09-20,0.05,0.26,1.6,0.74,0.64,0.11,0.0,0.49,0.0,0.0,0.0,0.03,0.0,0.45,0.05,4.09,0.08,0.0,0.06,0.31,11.66,0.09,0.0,50.3,0.31,0.33,0.13
2013-09-21,0.0,2.0,0.11,0.29,0.41,0.1,0.0,0.21,0.01,0.0,0.06,0.63,0.0,0.33,1.69,31.78,0.94,0.14,0.0,3.3,10.6,3.61,0.03,31.78,0.53,0.8,0.0
2013-09-22,0.99,1.51,0.4,0.21,1.92,0.18,0.0,0.36,0.0,0.15,0.0,7.72,0.0,9.49,3.85,43.08,1.86,0.08,0.05,4.55,12.87,0.13,0.83,43.67,20.33,1.35,0.0
2013-09-23,22.21,0.06,0.03,0.01,0.14,0.11,0.2,0.07,0.05,0.05,0.0,1.54,1.35,2.1,3.02,4.22,1.25,0.0,2.09,1.38,13.71,0.18,0.74,1.88,14.39,0.06,0.01
2013-09-24,2.05,0.02,0.0,0.02,0.01,0.0,1.51,1.46,0.27,0.0,0.0,0.0,12.12,0.03,3.12,0.81,0.89,0.0,13.03,1.01,13.39,0.27,2.9,0.34,1.11,0.0,0.0
